,ID,Fecha,Cuenta,NoCuenta,Debe,Haber,Entidad,Compras,Ventas,NoGrupo,type
0,0.0,25/09/2017,Capital social,100,0.0,1500.0,Allison Hill,0.0,0.0,100,Actual
1,1.0,25/09/2017,BBVA,572,1500.0,0.0,Allison Hill,0.0,0.0,500,Actual
2,2.0,25/09/2017,Capital social,100,0.0,1500.0,Noah Rhodes,0.0,0.0,100,Actual
3,3.0,25/09/2017,BBVA,572,1500.0,0.0,Noah Rhodes,0.0,0.0,500,Actual
4,4.0,25/09/2017,Acreedores por prestaciones de servicios (euros),410,0.0,223.1,Angie Henderson,0.0,0.0,400,Actual
5,5.0,25/09/2017,"Hacienda Pública, acreedora por retenciones practicadas",475,0.0,30.72,Angie Henderson,0.0,0.0,400,Actual
6,6.0,25/09/2017,Hacienda Pública. IVA soportado,472,43.01,0.0,Angie Henderson,0.0,0.0,400,Actual
7,7.0,25/09/2017,Reservas voluntarias,113,6.01,0.0,Angie Henderson,0.0,0.0,100,Actual
8,8.0,25/09/2017,Reservas voluntarias,113,204.8,0.0,Angie Henderson,0.0,0.0,100,Actual
9,9.0,29/09/2017,Acreedores por prestaciones de servicios (euros),410,223.1,0.0,Angie Henderson,0.0,0.0,400,Actual
10,10.0,29/09/2017,Cash,570,0.0,223.1,Angie Henderson,0.0,0.0,500,Actual
11,11.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,35.0,Abigail Shaffer,0.0,35.0,700,Actual
12,12.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,35.0,Abigail Shaffer,0.0,35.0,700,Actual
13,13.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,20.0,Abigail Shaffer,0.0,20.0,700,Actual
14,14.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,70.0,Abigail Shaffer,0.0,70.0,700,Actual
15,15.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,37.0,Abigail Shaffer,0.0,37.0,700,Actual
16,16.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,78.0,Abigail Shaffer,0.0,78.0,700,Actual
17,17.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,25.0,Abigail Shaffer,0.0,25.0,700,Actual
18,18.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,23.0,Abigail Shaffer,0.0,23.0,700,Actual
19,19.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,22.0,Abigail Shaffer,0.0,22.0,700,Actual
20,20.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,34.0,Abigail Shaffer,0.0,34.0,700,Actual
21,21.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,20.0,Abigail Shaffer,0.0,20.0,700,Actual
22,22.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,28.0,Abigail Shaffer,0.0,28.0,700,Actual
23,23.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,25.0,Abigail Shaffer,0.0,25.0,700,Actual
24,24.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,83.0,Abigail Shaffer,0.0,83.0,700,Actual
25,25.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,28.0,Abigail Shaffer,0.0,28.0,700,Actual
26,26.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,30.0,Abigail Shaffer,0.0,30.0,700,Actual
27,27.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,27.0,Abigail Shaffer,0.0,27.0,700,Actual
28,28.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,75.0,Abigail Shaffer,0.0,75.0,700,Actual
29,29.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,60.0,Abigail Shaffer,0.0,60.0,700,Actual
30,30.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,20.0,Abigail Shaffer,0.0,20.0,700,Actual
31,31.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,1900.0,Abigail Shaffer,0.0,1900.0,700,Actual
32,32.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,22.0,Abigail Shaffer,0.0,22.0,700,Actual
33,33.0,30/09/2017,"Hacienda Pública, acreedora por IVA",475,0.0,22.09,Daniel Wagner,0.0,0.0,400,Actual
34,34.0,30/09/2017,Hacienda Pública. IVA repercutido,477,65.1,0.0,Cristian Santos,0.0,0.0,400,Actual
35,35.0,30/09/2017,Clientes (euros),430,375.1,0.0,Connie Lawrence,0.0,0.0,400,Actual
36,36.0,30/09/2017,Hacienda Pública. IVA repercutido,477,0.0,65.1,Connie Lawrence,0.0,0.0,400,Actual
37,37.0,30/09/2017,Prestaciones de servicios en España,705,0.0,310.0,Connie Lawrence,0.0,310.0,700,Actual
38,38.0,30/09/2017,Clientes (euros),430,5473.0,0.0,Abigail Shaffer,0.0,0.0,400,Actual
39,39.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,68.0,Abigail Shaffer,0.0,68.0,700,Actual
40,40.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,65.0,Abigail Shaffer,0.0,65.0,700,Actual
41,41.0,30/09/2017,Hacienda Pública. IVA soportado,472,0.0,43.01,Cristian Santos,0.0,0.0,400,Actual
42,42.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,30.0,Abigail Shaffer,0.0,30.0,700,Actual
43,43.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,22.0,Abigail Shaffer,0.0,22.0,700,Actual
44,44.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,70.0,Abigail Shaffer,0.0,70.0,700,Actual
45,45.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,468.0,Abigail Shaffer,0.0,468.0,700,Actual
46,46.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,20.0,Abigail Shaffer,0.0,20.0,700,Actual
47,47.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,1950.0,Abigail Shaffer,0.0,1950.0,700,Actual
48,48.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,23.0,Abigail Shaffer,0.0,23.0,700,Actual
49,49.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,35.0,Abigail Shaffer,0.0,35.0,700,Actual
50,50.0,30/09/2017,Prestaciones de servicios Intracomunitarias,705,0.0,25.0,Abigail Shaffer,0.0,25.0,700,Actual
51,51.0,01/10/2017,Prestaciones de servicios en España,705,0.0,27.06,Gabrielle Davis,0.0,27.06,700,Actual
52,52.0,01/10/2017,Clientes (euros),430,3200.76,0.0,Ryan Munoz,0.0,0.0,400,Actual
53,53.0,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700,Actual
54,54.0,01/10/2017,Prestaciones de servicios en España,705,0.0,49.02,Gabrielle Davis,0.0,49.02,700,Actual
55,55.0,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700,Actual
56,56.0,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700,Actual
57,57.0,01/10/2017,Prestaciones de servicios en España,705,0.0,21.12,Gabrielle Davis,0.0,21.12,700,Actual
58,58.0,01/10/2017,Prestaciones de servicios en España,705,0.0,42.48,Gabrielle Davis,0.0,42.48,700,Actual
59,59.0,01/10/2017,Prestaciones de servicios en España,705,0.0,64.56,Gabrielle Davis,0.0,64.56,700,Actual
60,60.0,01/10/2017,Prestaciones de servicios en España,705,0.0,36.96,Gabrielle Davis,0.0,36.96,700,Actual
61,61.0,01/10/2017,Prestaciones de servicios en España,705,0.0,56.88,Gabrielle Davis,0.0,56.88,700,Actual
62,62.0,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700,Actual
63,63.0,01/10/2017,Prestaciones de servicios en España,705,0.0,85.38,Gabrielle Davis,0.0,85.38,700,Actual
64,64.0,01/10/2017,Hacienda Pública. IVA repercutido,477,0.0,555.5,Ryan Munoz,0.0,0.0,400,Actual
65,65.0,01/10/2017,Prestaciones de servicios en España,705,0.0,60.9,Gabrielle Davis,0.0,60.9,700,Actual
66,66.0,01/10/2017,Prestaciones de servicios en España,705,0.0,97.0,Ryan Munoz,0.0,97.0,700,Actual
67,67.0,01/10/2017,Prestaciones de servicios en España,705,0.0,33.0,Ryan Munoz,0.0,33.0,700,Actual
68,68.0,01/10/2017,Prestaciones de servicios en España,705,0.0,1662.0,Ryan Munoz,0.0,1662.0,700,Actual
69,69.0,01/10/2017,Prestaciones de servicios en España,705,0.0,41.46,Gabrielle Davis,0.0,41.46,700,Actual
70,70.0,01/10/2017,Prestaciones de servicios extracomunitarias,705,0.0,37.0,Monica Herrera,0.0,37.0,700,Actual
71,71.0,01/10/2017,Clientes (euros),430,37.0,0.0,Monica Herrera,0.0,0.0,400,Actual
72,72.0,01/10/2017,Prestaciones de servicios en España,705,0.0,290.0,Ryan Munoz,0.0,290.0,700,Actual
73,73.0,01/10/2017,Prestaciones de servicios en España,705,0.0,105.0,Ryan Munoz,0.0,105.0,700,Actual
74,74.0,01/10/2017,Prestaciones de servicios en España,705,0.0,50.0,Ryan Munoz,0.0,50.0,700,Actual
75,75.0,01/10/2017,Prestaciones de servicios en España,705,0.0,65.0,Ryan Munoz,0.0,65.0,700,Actual
76,76.0,01/10/2017,Prestaciones de servicios en España,705,0.0,25.0,Ryan Munoz,0.0,25.0,700,Actual
77,77.0,01/10/2017,Prestaciones de servicios en España,705,0.0,25.0,Ryan Munoz,0.0,25.0,700,Actual
78,78.0,01/10/2017,Prestaciones de servicios en España,705,0.0,25.0,Ryan Munoz,0.0,25.0,700,Actual
79,79.0,01/10/2017,Prestaciones de servicios en España,705,0.0,149.0,Ryan Munoz,0.0,149.0,700,Actual
80,80.0,01/10/2017,Prestaciones de servicios en España,705,0.0,25.0,Ryan Munoz,0.0,25.0,700,Actual
81,81.0,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Ryan Munoz,0.0,20.0,700,Actual
82,82.0,01/10/2017,Prestaciones de servicios en España,705,0.0,21.26,Ryan Munoz,0.0,21.26,700,Actual
83,83.0,01/10/2017,Prestaciones de servicios en España,705,0.0,53.0,Ryan Munoz,0.0,53.0,700,Actual
84,84.0,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700,Actual
85,85.0,01/10/2017,Prestaciones de servicios en España,705,0.0,229.74,Gabrielle Davis,0.0,229.74,700,Actual
86,86.0,01/10/2017,Prestaciones de servicios en España,705,0.0,26.76,Gabrielle Davis,0.0,26.76,700,Actual
87,87.0,01/10/2017,Prestaciones de servicios en España,705,0.0,90.12,Gabrielle Davis,0.0,90.12,700,Actual
88,88.0,01/10/2017,Prestaciones de servicios en España,705,0.0,29.28,Gabrielle Davis,0.0,29.28,700,Actual
89,89.0,01/10/2017,Hacienda Pública. IVA repercutido,477,0.0,618.59,Gabrielle Davis,0.0,0.0,400,Actual
90,90.0,01/10/2017,Clientes (euros),430,3564.270000000001,0.0,Gabrielle Davis,0.0,0.0,400,Actual
91,91.0,01/10/2017,Reservas voluntarias,113,13.52,0.0,Gina Moore,0.0,0.0,100,Actual
92,92.0,01/10/2017,Hacienda Pública. IVA soportado,472,2.84,0.0,Gina Moore,0.0,0.0,400,Actual
93,93.0,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700,Actual
94,94.0,01/10/2017,Acreedores por prestaciones de servicios en España (euros),410,0.0,16.36,Gina Moore,0.0,0.0,400,Actual
95,95.0,01/10/2017,Hacienda Pública. IVA soportado,472,1.26,0.0,Gina Moore,0.0,0.0,400,Actual
96,96.0,01/10/2017,Acreedores por prestaciones de servicios en España (euros),410,0.0,7.27,Gina Moore,0.0,0.0,400,Actual
97,97.0,01/10/2017,Acreedores por prestaciones de servicios en España (euros),410,7.27,0.0,Gina Moore,0.0,0.0,400,Actual
98,98.0,01/10/2017,Cash,570,0.0,7.27,Gina Moore,0.0,0.0,500,Actual
99,99.0,01/10/2017,Acreedores por prestaciones de servicios en España (euros),410,16.36,0.0,Gina Moore,0.0,0.0,400,Actual
100,100.0,01/10/2017,Cash,570,0.0,16.36,Gina Moore,0.0,0.0,500,Actual
101,101.0,01/10/2017,Prestaciones de servicios en España,705,0.0,78.36,Gabrielle Davis,0.0,78.36,700,Actual
102,102.0,01/10/2017,Prestaciones de servicios en España,705,0.0,51.24,Gabrielle Davis,0.0,51.24,700,Actual
103,103.0,01/10/2017,Reservas voluntarias,113,6.01,0.0,Gina Moore,0.0,0.0,100,Actual
104,104.0,01/10/2017,Prestaciones de servicios en España,705,0.0,49.56,Gabrielle Davis,0.0,49.56,700,Actual
105,105.0,01/10/2017,Prestaciones de servicios en España,705,0.0,79.32000000000001,Gabrielle Davis,0.0,79.32000000000001,700,Actual
106,106.0,01/10/2017,Prestaciones de servicios en España,705,0.0,28.08,Gabrielle Davis,0.0,28.08,700,Actual
107,107.0,01/10/2017,Prestaciones de servicios en España,705,0.0,136.98,Gabrielle Davis,0.0,136.98,700,Actual
108,108.0,01/10/2017,Prestaciones de servicios en España,705,0.0,1096.86,Gabrielle Davis,0.0,1096.86,700,Actual
109,109.0,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700,Actual
110,110.0,01/10/2017,Prestaciones de servicios en España,705,0.0,35.52,Gabrielle Davis,0.0,35.52,700,Actual
111,111.0,01/10/2017,Prestaciones de servicios en España,705,0.0,91.5,Gabrielle Davis,0.0,91.5,700,Actual
112,112.0,01/10/2017,Prestaciones de servicios en España,705,0.0,60.36,Gabrielle Davis,0.0,60.36,700,Actual
113,113.0,01/10/2017,Prestaciones de servicios en España,705,0.0,30.9,Gabrielle Davis,0.0,30.9,700,Actual
114,114.0,01/10/2017,Prestaciones de servicios en España,705,0.0,31.56,Gabrielle Davis,0.0,31.56,700,Actual
115,115.0,01/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Gabrielle Davis,0.0,20.0,700,Actual
116,116.0,01/10/2017,Prestaciones de servicios en España,705,0.0,38.1,Gabrielle Davis,0.0,38.1,700,Actual
117,117.0,01/10/2017,Prestaciones de servicios en España,705,0.0,81.78,Gabrielle Davis,0.0,81.78,700,Actual
118,118.0,01/10/2017,Prestaciones de servicios en España,705,0.0,33.84,Gabrielle Davis,0.0,33.84,700,Actual
119,119.0,03/10/2017,Otros servicios,629,28.64,0.0,Jamie Arnold,28.64,0.0,600,Actual
120,120.0,03/10/2017,Hacienda Pública. IVA soportado,472,6.94,0.0,Jamie Arnold,0.0,0.0,400,Actual
121,121.0,03/10/2017,Proveedores (euros),400,0.0,39.97,Jamie Arnold,0.0,0.0,400,Actual
122,122.0,03/10/2017,Otros servicios,629,33.03,0.0,Jamie Arnold,33.03,0.0,600,Actual
123,123.0,03/10/2017,Proveedores (euros),400,39.97,0.0,Jamie Arnold,0.0,0.0,400,Actual
124,124.0,03/10/2017,Cash,570,0.0,39.97,Jamie Arnold,0.0,0.0,500,Actual
125,125.0,03/10/2017,Hacienda Pública. IVA soportado,472,6.01,0.0,Jamie Arnold,0.0,0.0,400,Actual
126,126.0,03/10/2017,Proveedores (euros),400,0.0,30.0,Jamie Arnold,0.0,0.0,400,Actual
127,127.0,03/10/2017,Proveedores (euros),400,34.65,0.0,Jamie Arnold,0.0,0.0,400,Actual
128,128.0,03/10/2017,Cash,570,0.0,34.65,Jamie Arnold,0.0,0.0,500,Actual
129,129.0,03/10/2017,Otros servicios,629,24.79,0.0,Jamie Arnold,24.79,0.0,600,Actual
130,130.0,03/10/2017,Hacienda Pública. IVA soportado,472,5.21,0.0,Jamie Arnold,0.0,0.0,400,Actual
131,131.0,03/10/2017,Proveedores (euros),400,30.0,0.0,Jamie Arnold,0.0,0.0,400,Actual
132,132.0,03/10/2017,Cash,570,0.0,30.0,Jamie Arnold,0.0,0.0,500,Actual
133,133.0,03/10/2017,Proveedores (euros),400,0.0,34.65,Jamie Arnold,0.0,0.0,400,Actual
134,134.0,04/10/2017,Hacienda Pública. IVA repercutido,477,0.0,131.9,Michele Williams,0.0,0.0,400,Actual
135,135.0,04/10/2017,Prestaciones de servicios en España,705,0.0,950.0,Dylan Miller,0.0,950.0,700,Actual
136,136.0,04/10/2017,Hacienda Pública. IVA repercutido,477,0.0,229.32,Dylan Miller,0.0,0.0,400,Actual
137,137.0,04/10/2017,Clientes (euros),430,1321.32,0.0,Dylan Miller,0.0,0.0,400,Actual
138,138.0,04/10/2017,Prestaciones de servicios en España,705,0.0,628.1,Michele Williams,0.0,628.1,700,Actual
139,139.0,04/10/2017,Clientes (euros),430,760.0,0.0,Michele Williams,0.0,0.0,400,Actual
140,140.0,04/10/2017,Prestaciones de servicios en España,705,0.0,142.0,Dylan Miller,0.0,142.0,700,Actual
141,141.0,04/10/2017,Hacienda Pública. IVA soportado,472,4.3500000000000005,0.0,Lisa Hensley,0.0,0.0,400,Actual
142,142.0,04/10/2017,"Hacienda Pública, acreedora por retenciones practicadas",475,0.0,3.11,Lisa Hensley,0.0,0.0,400,Actual
143,143.0,04/10/2017,Acreedores por prestaciones de servicios (euros),410,0.0,21.97,Lisa Hensley,0.0,0.0,400,Actual
144,144.0,04/10/2017,Acreedores por prestaciones de servicios (euros),410,21.97,0.0,Lisa Hensley,0.0,0.0,400,Actual
145,145.0,04/10/2017,Reservas voluntarias,113,20.73,0.0,Lisa Hensley,0.0,0.0,100,Actual
146,146.0,04/10/2017,Cash,570,0.0,21.97,Lisa Hensley,0.0,0.0,500,Actual
147,147.0,05/10/2017,Cash,570,0.0,209.08,Lisa Hensley,0.0,0.0,500,Actual
148,148.0,05/10/2017,Acreedores por prestaciones de servicios (euros),410,209.08,0.0,Lisa Hensley,0.0,0.0,400,Actual
149,149.0,05/10/2017,Acreedores por prestaciones de servicios (euros),410,0.0,209.08,Lisa Hensley,0.0,0.0,400,Actual
150,150.0,05/10/2017,"Hacienda Pública, acreedora por retenciones practicadas",475,0.0,21.55,Lisa Hensley,0.0,0.0,400,Actual
151,151.0,05/10/2017,Hacienda Pública. IVA soportado,472,30.17,0.0,Lisa Hensley,0.0,0.0,400,Actual
152,152.0,05/10/2017,Reservas voluntarias,113,56.8,0.0,Lisa Hensley,0.0,0.0,100,Actual
153,153.0,05/10/2017,Reservas voluntarias,113,143.66,0.0,Lisa Hensley,0.0,0.0,100,Actual
154,154.0,06/10/2017,BBVA,572,1.85,0.0,Cristian Santos,0.0,0.0,500,Actual
155,155.0,06/10/2017,Cash,570,0.0,1.85,Cristian Santos,0.0,0.0,500,Actual
156,156.0,06/10/2017,Otros servicios,629,14.0,0.0,Brian Ramirez,14.0,0.0,600,Actual
157,157.0,06/10/2017,Hacienda Pública. IVA soportado,472,2.94,0.0,Brian Ramirez,0.0,0.0,400,Actual
158,158.0,06/10/2017,Proveedores (euros),400,0.0,16.94,Brian Ramirez,0.0,0.0,400,Actual
159,159.0,06/10/2017,Proveedores (euros),400,16.94,0.0,Brian Ramirez,0.0,0.0,400,Actual
160,160.0,06/10/2017,Cash,570,0.0,16.94,Brian Ramirez,0.0,0.0,500,Actual
161,161.0,10/10/2017,Hacienda Pública. IVA soportado,472,2.93,0.0,Derek Zuniga,0.0,0.0,400,Actual
162,162.0,10/10/2017,Proveedores (euros),400,0.0,16.900000000000002,Derek Zuniga,0.0,0.0,400,Actual
163,163.0,10/10/2017,Otros servicios,629,13.97,0.0,Derek Zuniga,13.97,0.0,600,Actual
164,164.0,10/10/2017,Hacienda Pública. IVA soportado,472,133.62,0.0,Holly Wood,0.0,0.0,400,Actual
165,165.0,10/10/2017,Acreedores por prestaciones de servicios (euros),410,0.0,769.9,Holly Wood,0.0,0.0,400,Actual
166,166.0,10/10/2017,Servicios de profesionales independientes,623,636.28,0.0,Holly Wood,636.28,0.0,600,Actual
167,167.0,11/10/2017,BBVA,572,40.0,0.0,Lisa Jackson,0.0,0.0,500,Actual
168,168.0,11/10/2017,Clientes (euros),430,0.0,40.0,Lisa Jackson,0.0,0.0,400,Actual
169,169.0,12/10/2017,BBVA,572,375.1,0.0,Connie Lawrence,0.0,0.0,500,Actual
170,170.0,12/10/2017,Clientes (euros),430,0.0,375.1,Connie Lawrence,0.0,0.0,400,Actual
171,171.0,12/10/2017,BBVA,572,760.0,0.0,Michele Williams,0.0,0.0,500,Actual
172,172.0,12/10/2017,Clientes (euros),430,0.0,760.0,Michele Williams,0.0,0.0,400,Actual
173,173.0,16/10/2017,Hacienda Pública. IVA repercutido,477,0.0,6.94,Lisa Jackson,0.0,0.0,400,Actual
174,174.0,16/10/2017,Clientes (euros),430,40.0,0.0,Lisa Jackson,0.0,0.0,400,Actual
175,175.0,16/10/2017,Prestaciones de servicios en España,705,0.0,33.06,Lisa Jackson,0.0,33.06,700,Actual
176,176.0,16/10/2017,Hacienda Pública. IVA soportado,472,8.32,0.0,Carla Gray,0.0,0.0,400,Actual
177,177.0,16/10/2017,Proveedores (euros),400,0.0,47.96,Carla Gray,0.0,0.0,400,Actual
178,178.0,16/10/2017,Otros servicios,629,39.64,0.0,Carla Gray,39.64,0.0,600,Actual
179,179.0,17/10/2017,Prestaciones de servicios en España,705,0.0,65.0,Ethan Adams,0.0,65.0,700,Actual
180,180.0,17/10/2017,Prestaciones de servicios en España,705,0.0,35.0,Ethan Adams,0.0,35.0,700,Actual
181,181.0,17/10/2017,Prestaciones de servicios en España,705,0.0,35.0,Ethan Adams,0.0,35.0,700,Actual
182,182.0,17/10/2017,Hacienda Pública. IVA repercutido,477,0.0,28.35,Ethan Adams,0.0,0.0,400,Actual
183,183.0,17/10/2017,Clientes (euros),430,163.35,0.0,Ethan Adams,0.0,0.0,400,Actual
184,184.0,17/10/2017,Prestaciones de servicios Intracomunitarias,705,0.0,116.5,Patty Perez,0.0,116.5,700,Actual
185,185.0,17/10/2017,Prestaciones de servicios en España,705,0.0,24.79,Margaret Hawkins DDS,0.0,24.79,700,Actual
186,186.0,17/10/2017,Hacienda Pública. IVA repercutido,477,0.0,5.21,Margaret Hawkins DDS,0.0,0.0,400,Actual
187,187.0,17/10/2017,Clientes (euros),430,30.0,0.0,Margaret Hawkins DDS,0.0,0.0,400,Actual
188,188.0,17/10/2017,Clientes (euros),430,0.0,30.0,Margaret Hawkins DDS,0.0,0.0,400,Actual
189,189.0,17/10/2017,BBVA,572,30.0,0.0,Margaret Hawkins DDS,0.0,0.0,500,Actual
190,190.0,17/10/2017,Clientes (euros),430,116.5,0.0,Patty Perez,0.0,0.0,400,Actual
191,191.0,18/10/2017,Cash,570,163.35,0.0,Ethan Adams,0.0,0.0,500,Actual
192,192.0,18/10/2017,BBVA,572,1321.32,0.0,Dylan Miller,0.0,0.0,500,Actual
193,193.0,18/10/2017,Clientes (euros),430,0.0,1321.32,Dylan Miller,0.0,0.0,400,Actual
194,194.0,18/10/2017,Clientes (euros),430,0.0,163.35,Ethan Adams,0.0,0.0,400,Actual
195,195.0,19/10/2017,Clientes (euros),430,0.0,116.5,Patty Perez,0.0,0.0,400,Actual
196,196.0,19/10/2017,Cash,570,116.5,0.0,Patty Perez,0.0,0.0,500,Actual
197,197.0,20/10/2017,Hacienda Pública. IVA repercutido,477,0.0,7.81,Margaret Hawkins DDS,0.0,0.0,400,Actual
198,198.0,20/10/2017,BBVA,572,0.0,636.28,Holly Wood,0.0,0.0,500,Actual
199,199.0,20/10/2017,Acreedores por prestaciones de servicios (euros),410,636.28,0.0,Holly Wood,0.0,0.0,400,Actual
200,200.0,20/10/2017,BBVA,572,0.0,30.72,Tommy Walter,0.0,0.0,500,Actual
201,201.0,20/10/2017,"Hacienda Pública, acreedora por retenciones practicadas",475,30.72,0.0,Tommy Walter,0.0,0.0,400,Actual
202,202.0,20/10/2017,BBVA,572,0.0,22.09,Tommy Walter,0.0,0.0,500,Actual
203,203.0,20/10/2017,"Hacienda Pública, acreedora por IVA",475,22.09,0.0,Tommy Walter,0.0,0.0,400,Actual
204,204.0,20/10/2017,BBVA,572,45.0,0.0,Margaret Hawkins DDS,0.0,0.0,500,Actual
205,205.0,20/10/2017,Clientes (euros),430,0.0,45.0,Margaret Hawkins DDS,0.0,0.0,400,Actual
206,206.0,20/10/2017,Clientes (euros),430,45.0,0.0,Margaret Hawkins DDS,0.0,0.0,400,Actual
207,207.0,20/10/2017,Prestaciones de servicios en España,705,0.0,37.19,Margaret Hawkins DDS,0.0,37.19,700,Actual
208,208.0,23/10/2017,Clientes (euros),430,24.2,0.0,Ethan Adams,0.0,0.0,400,Actual
209,209.0,23/10/2017,Hacienda Pública. IVA repercutido,477,0.0,4.2,Ethan Adams,0.0,0.0,400,Actual
210,210.0,23/10/2017,Prestaciones de servicios en España,705,0.0,20.0,Ethan Adams,0.0,20.0,700,Actual
211,211.0,23/10/2017,Prestaciones de servicios en España,705,0.0,57.85,Margaret Hawkins DDS,0.0,57.85,700,Actual
212,212.0,23/10/2017,Clientes (euros),430,0.0,35.0,Margaret Hawkins DDS,0.0,0.0,400,Actual
213,213.0,23/10/2017,Clientes (euros),430,70.0,0.0,Margaret Hawkins DDS,0.0,0.0,400,Actual
214,214.0,23/10/2017,Hacienda Pública. IVA repercutido,477,0.0,12.15,Margaret Hawkins DDS,0.0,0.0,400,Actual
215,215.0,23/10/2017,Cash,570,35.0,0.0,Margaret Hawkins DDS,0.0,0.0,500,Actual
216,216.0,23/10/2017,Prestaciones de servicios en España,705,0.0,50.0,Matthew Foster,0.0,50.0,700,Actual
217,217.0,23/10/2017,Clientes (euros),430,60.5,0.0,Matthew Foster,0.0,0.0,400,Actual
218,218.0,23/10/2017,Prestaciones de servicios en España,705,0.0,57.85,Michele Williams,0.0,57.85,700,Actual
219,219.0,23/10/2017,Hacienda Pública. IVA repercutido,477,0.0,12.15,Michele Williams,0.0,0.0,400,Actual
220,220.0,23/10/2017,Clientes (euros),430,70.0,0.0,Michele Williams,0.0,0.0,400,Actual
221,221.0,23/10/2017,Clientes (euros),430,0.0,24.2,Ethan Adams,0.0,0.0,400,Actual
222,222.0,23/10/2017,Cash,570,24.2,0.0,Ethan Adams,0.0,0.0,500,Actual
223,223.0,23/10/2017,Clientes (euros),430,0.0,60.5,Matthew Foster,0.0,0.0,400,Actual
224,224.0,23/10/2017,Cash,570,60.5,0.0,Matthew Foster,0.0,0.0,500,Actual
225,225.0,23/10/2017,Hacienda Pública. IVA repercutido,477,0.0,10.5,Matthew Foster,0.0,0.0,400,Actual
226,226.0,24/10/2017,Prestaciones de servicios Intracomunitarias,705,0.0,90.0,Patty Perez,0.0,90.0,700,Actual
227,227.0,24/10/2017,Clientes (euros),430,90.0,0.0,Patty Perez,0.0,0.0,400,Actual
228,228.0,26/10/2017,Clientes (euros),430,0.0,70.0,Michele Williams,0.0,0.0,400,Actual
229,229.0,26/10/2017,BBVA,572,70.0,0.0,Michele Williams,0.0,0.0,500,Actual
230,230.0,26/10/2017,Prestaciones de servicios en España,705,0.0,28.93,Lisa Jackson,0.0,28.93,700,Actual
231,231.0,26/10/2017,Hacienda Pública. IVA repercutido,477,0.0,6.07,Lisa Jackson,0.0,0.0,400,Actual
232,232.0,26/10/2017,Clientes (euros),430,35.0,0.0,Lisa Jackson,0.0,0.0,400,Actual
233,233.0,26/10/2017,Prestaciones de servicios en España,705,0.0,633.0600000000001,Justin Baker,0.0,633.0600000000001,700,Actual
234,234.0,26/10/2017,Hacienda Pública. IVA repercutido,477,0.0,132.94,Justin Baker,0.0,0.0,400,Actual
235,235.0,26/10/2017,BBVA,572,383.0,0.0,Justin Baker,0.0,0.0,500,Actual
